page_number,x,y,text
59,14.638,13.792,25A
59,20.609,13.792,"Cylindrical fuse link, 10 x 38 mm, 25 A, gG, Un AC: 500 V"
59,14.638,14.589,32A
59,20.608,14.589,"Cylindrical fuse link, 10 x 38 mm, 32 A, gG, Un AC: 400 V"
59,5.419,15.988,3
59,5.8,15.988,NP Fuse Disconnects for DIN Style Fuses
59,14.503,16.954,160A
59,21.877,16.954,"Surface Mount, Fuse Size 000, Box Terminals"
59,14.503,17.751,160A
59,21.283,17.751,"60mm Bus Bar Mount, Fuse Size 00, Flat Terminals"
59,14.503,18.548,160A
59,22.022,18.548,"Surface Mount, Fuse Size 00, Flat Terminals"
59,14.503,19.346,250A
59,21.421,19.346,"60mm Bus Bar Mount, Fuse Size 1, Flat Terminals"
59,14.503,20.143,250A
59,22.159,20.143,"Surface Mount, Fuse Size 1, Flat Terminals"
59,14.503,20.94,400A
59,21.421,20.94,"60mm Bus Bar Mount, Fuse Size 2, Flat Terminals"
59,14.503,21.738,400A
59,22.16,21.738,"Surface Mount, Fuse Size 2, Flat Terminals"
59,14.503,22.535,630A
59,22.16,22.535,"Surface Mount, Fuse Size 3, Flat Terminals"
59,5.419,23.934,"DIN Fuses with front indicator, operati"
59,16.422,23.934,onal class gG (for cable and line protecti
59,27.91,23.934,on)
59,14.777,24.9,2A
59,22.259,24.9,DIN fuse link Size 000 500VAC/250VDC
59,14.777,25.697,4A
59,22.259,25.697,DIN fuse link Size 000 500VAC/250VDC
59,14.777,26.494,6A
59,22.259,26.494,DIN fuse link Size 000 500VAC/250VDC
59,14.64,27.292,10A
59,22.259,27.292,DIN fuse link Size 000 500VAC/250VDC
59,14.64,28.089,16A
59,22.259,28.089,DIN fuse link Size 000 500VAC/250VDC
59,14.64,28.886,20A
59,22.259,28.886,DIN fuse link Size 000 500VAC/250VDC
59,14.64,29.684,25A
59,22.259,29.684,DIN fuse link Size 000 500VAC/250VDC
59,14.64,30.481,32A
59,22.259,30.481,DIN fuse link Size 000 500VAC/250VDC
59,14.64,31.278,35A
59,22.259,31.278,DIN fuse link Size 000 500VAC/250VDC
59,14.64,32.076,40A
59,22.259,32.076,DIN fuse link Size 000 500VAC/250VDC
59,14.64,32.873,50A
59,22.259,32.873,DIN fuse link Size 000 500VAC/250VDC
59,14.64,33.67,63A
59,22.259,33.67,DIN fuse link Size 000 500VAC/250VDC
59,14.64,34.468,80A
59,22.259,34.468,DIN fuse link Size 000 500VAC/250VDC
59,14.503,35.265,100A
59,22.259,35.265,DIN fuse link Size 000 500VAC/250VDC
59,14.503,36.062,125A
59,22.396,36.062,DIN fuse link Size 00 500VAC/250VDC
59,14.503,36.86,160A
59,22.396,36.86,DIN fuse link Size 00 500VAC/250VDC
59,14.503,37.657,100A
59,22.533,37.657,DIN fuse link Size 0 500VAC/400VDC
59,14.503,38.454,125A
59,22.533,38.454,DIN fuse link Size 0 500VAC/400VDC
59,14.503,39.252,160A
59,22.533,39.252,DIN fuse link Size 0 500VAC/400VDC
59,14.503,40.049,200A
59,22.533,40.049,DIN fuse link Size 1 500VAC/400VDC
59,14.503,40.846,250A
59,22.533,40.846,DIN fuse link Size 1 500VAC/400VDC
59,14.503,41.644,300A
59,22.533,41.644,DIN fuse link Size 2 500VAC/400VDC
59,14.503,42.441,315A
59,22.533,42.441,DIN fuse link Size 2 500VAC/400VDC
59,14.503,43.238,355A
59,22.533,43.238,DIN fuse link Size 2 500VAC/400VDC
59,14.503,44.036,400A
59,22.533,44.036,DIN fuse link Size 2 500VAC/400VDC
59,14.503,44.833,425A
59,22.533,44.833,DIN fuse link Size 3 500VAC/400VDC
59,14.503,45.63,500A
59,22.533,45.63,DIN fuse link Size 3 500VAC/400VDC
59,14.503,46.428,630A
59,22.533,46.428,DIN fuse link Size 3 500VAC/400VDC
59,5.419,47.422,Supplied in packs of 3 - Price per 1 fuse
59,34.7,50.628,45
59,34.88,50.628,59
60,1.167,1.488,AIR CIRCUIT BREAKERS - 3WA
60,1.167,2.264,|
60,1.876,2.264,Three sizes with rated currents of 630 A to 6300 A for AC applicati
60,18.258,2.264,ons
60,1.167,3.041,|
60,1.876,3.041,"Up to 2500 A in Size 1 frame, 4000A Size 2 and 6300A Size 3"
60,1.167,3.817,|
60,1.876,3.817,Fixed and withdrawable in 3 and 4 pole available
60,1.167,4.593,|
60,1.876,4.593,A single electronic trip unit that meets all requirements - ETU600
60,1.167,5.369,|
60,1.876,5.369,Simple system access via USB-C/ COM190/ Wireless / Bluetooth
60,1.167,6.146,|
60,1.876,6.146,Rati
60,2.658,6.146,ng Plug for In rati
60,6.907,6.146,ng also determines LSI or LSIG
60,1.167,6.922,|
60,1.876,6.922,Communicati
60,4.944,6.922,ons capability as an opti
60,10.795,6.922,on (Profi
60,12.881,6.922,"net, Modbus RTU & Modbus TCP)"
60,1.167,7.698,|
60,1.876,7.698,"Power measurement to IEC 61557-12 (same as a meter). Accuracy class 0.5 is achieved for the voltages, class 1 for the   currents and class 2"
60,1.876,8.385,for acti
60,3.449,8.385,ve energy and acti
60,7.938000000000001,8.385,ve power.
60,1.167,9.162,|
60,1.876,9.162,Improved endurance and operati
60,9.719,9.162,ng cycles over the 3WL
60,1.167,9.938,|
60,1.876,9.938,Can be integrated in place of a 3WL with no further testi
60,15.663,9.938,ng required (IEC 61439-1)
60,1.167,10.714,|
60,1.876,10.714,Soft
60,2.68,10.714,ware-supported testi
60,7.805,10.714,ng - no external test devices required
60,1.167,11.49,|
60,1.876,11.49,Dynamic Arc Flash Sentry (DAS+) - Maintenance mode as standard
60,1.167,12.267,|
60,1.876,12.267,Power Monitoring Functi
60,7.848000000000001,12.267,onality (PMF) and metering functi
60,16.045,12.267,ons upgradeable via sofware downloads
60,1.167,13.617,Build up your part number using the conﬁ
60,11.491,13.617,gurator link below.
60,1.167,14.292,htt
60,1.663,14.292,ps://mall.industry.siemens.com/spicecad/3waconfi
60,14.072,14.292,g/#/spicecad/3waconfi
60,19.774,14.292,g/confi
60,21.515,14.292,gurati
60,22.914,14.292,onArea
60,1.167,16.043,Retro Fit and Installati
60,7.387,16.043,on Kits to replace existi
60,14.144,16.043,"ng ACBs with 3WA ACBs are available, contact your local APS oﬃ"
60,33.052,16.043,ce
60,1.167,50.628,46
60,1.167,50.628,60
61,34.7,50.628,47
61,6.979,14.855,FASTER
61,6.579,15.755,DELIVERY
61,15.86,14.855,WORLD FIRST
61,14.071,15.755,NON-SIEMENS FACILITY
61,26.739,14.855,GREATER
61,25.308,15.755,CUSTOMISATION
61,34.88,50.628,61
62,14.213,31.232,INDUSTRIAL
62,11.018,33.097,CONTROL PRODUCTS
62,15.74,34.962,(SIRIUS)
63,-22.991,31.232,INDUSTRIAL
63,-26.186,33.097,CONTROL PRODUCTS
63,-21.465,34.962,(SIRIUS)
63,5.242,1.513,CONTACTORS UP TO 450KW
63,6.036,2.683,KW
63,8.855,2.401,CURRENT
63,9.137,2.964,A (AC3)
63,13.505,2.401,CURRENT
63,12.85,2.964,A (AC1) @40 OC
63,18.044,2.401,AUXILIARY
63,18.006,2.964,CONTACTS
63,22.239,2.401,PART NUMBER
63,21.846,2.964,SCREW TERMINAL
63,26.89,2.401,PART NUMBER
63,26.467,2.964,SPRING TERMINAL
63,31.18,2.683,CONTROL SUPPLY
63,6.302,4.444,3
63,9.8,4.444,7
63,14.314,4.444,18
63,18.732,4.444,1NO
63,22.205,4.444,3RT2015-1A.01
63,26.856,4.444,3RT2015-2A.01
63,32.877,4.444,AC
63,6.302,5.241,4
63,9.8,5.241,9
63,14.314,5.241,22
63,18.732,5.241,1NO
63,22.205,5.241,3RT2016-1A.01
63,26.856,5.241,3RT2016-2A.01
63,32.877,5.241,AC
63,6.109,6.038,5.5
63,9.663,6.038,12
63,14.313,6.038,22
63,18.732,6.038,1NO
63,22.205,6.038,3RT2017-1A.01
63,26.855,6.038,3RT2017-2A.01
63,32.876,6.038,AC
63,6.108,6.836,7.5
63,9.662,6.836,16
63,14.313,6.836,22
63,18.732,6.836,1NO
63,22.205,6.836,3RT2018-1A.01
63,26.855,6.836,3RT2018-2A.01
63,32.876,6.836,AC
63,6.301,7.632999999999999,3
63,9.799,7.632999999999999,7
63,14.313,7.632999999999999,18
63,18.732,7.632999999999999,1NO
63,32.852,7.632999999999999,DC
63,6.302,8.43,4
63,9.8,8.43,9
63,14.313,8.43,22
63,18.732,8.43,1NO
63,32.853,8.43,DC
63,6.109,9.228,5.5
63,9.663,9.228,12
63,14.313,9.228,22
63,18.732,9.228,1NO
63,32.853,9.228,DC
63,6.109,10.025,7.5
63,9.663,10.025,16
63,14.313,10.025,22
63,18.732,10.025,1NO
63,32.853,10.025,DC
63,15.174,10.893,"Note:  1NC available, change last digit from 1 to 2."
63,6.302,13.077,4
63,9.8,13.077,9
63,14.314,13.077,40
63,18.12,13.077,1NO+1NC
63,22.205,13.077,3RT2023-1A.00
63,26.856,13.077,3RT2023-2A.00
63,32.877,13.077,AC
63,6.109,13.875,5.5
63,9.663,13.875,12
63,14.313,13.875,40
63,18.12,13.875,1NO+1NC
63,22.205,13.875,3RT2024-1A.00
63,26.855,13.875,3RT2024-2A.00
63,32.876,13.875,AC
63,6.108,14.672,7.5
63,9.662,14.672,16
63,14.313,14.672,40
63,18.119,14.672,1NO+1NC
63,22.205,14.672,3RT2025-1A.00
63,26.855,14.672,3RT2025-2A.00
63,32.876,14.672,AC
63,6.164,15.469,11
63,9.662,15.469,25
63,14.312,15.469,40
63,18.119,15.469,1NO+1NC
63,22.204,15.469,3RT2026-1A.00
63,26.855,15.469,3RT2026-2A.00
63,32.875,15.469,AC
63,6.163,16.267,15
63,9.661,16.267,32
63,14.312,16.267,50
63,18.118,16.267,1NO+1NC
63,22.204,16.267,3RT2027-1A.00
63,26.854,16.267,3RT2027-2A.00
63,32.875,16.267,AC
63,5.969,17.064,18.5
63,9.661,17.064,38
63,14.311,17.064,50
63,18.118,17.064,1NO+1NC
63,22.203,17.064,3RT2028-1A.00
63,26.854,17.064,3RT2028-2A.00
63,32.874,17.064,AC
63,6.3,17.861,4
63,9.798,17.861,9
63,14.311,17.861,40
63,18.118,17.861,1NO+1NC
63,32.85,17.861,DC
63,6.106,18.659,5.5
63,9.66,18.659,12
63,14.311,18.659,40
63,18.117,18.659,1NO+1NC
63,32.85,18.659,DC
63,6.106,19.456,7.5
63,9.66,19.456,16
63,14.31,19.456,40
63,18.117,19.456,1NO+1NC
63,32.849,19.456,DC
63,6.162,20.253,11
63,9.659,20.253,25
63,14.31,20.253,40
63,18.117,20.253,1NO+1NC
63,32.849,20.253,DC
63,6.161,21.051,15
63,9.659,21.051,32
63,14.309,21.051,50
63,18.116,21.051,1NO+1NC
63,32.848,21.051,DC
63,5.967,21.848,18.5
63,9.658,21.848,38
63,14.309,21.848,50
63,18.116,21.848,1NO+1NC
63,32.848,21.848,DC
63,6.036,24.165,KW
63,8.855,23.884,CURRENT
63,9.137,24.446,A (AC3)
63,13.505,23.884,CURRENT
63,12.85,24.446,A (AC1) @40 OC
63,18.044,23.884,AUXILIARY
63,18.006,24.446,CONTACTS
63,24.563,23.884,PART NUMBER
63,24.17,24.446,SCREW TERMINAL
63,31.182,24.165,CONTROL SUPPLY
63,5.972,25.964,18.5
63,9.663,25.964,40
63,14.314,25.964,60
63,18.12,25.964,1NO+1NC
63,24.529,25.964,3RT2035-1A.00
63,32.879,25.964,AC
63,6.165,26.761,22
63,9.663,26.761,51
63,14.313,26.761,70
63,18.059,26.761,1NO+1NC
63,24.529,26.761,3RT2036-1A.00
63,32.879,26.761,AC
63,6.165,27.558,30
63,9.663,27.558,65
63,14.313,27.558,80
63,18.059,27.558,1NO+1NC
63,24.529,27.558,3RT2037-1A.00
63,32.879,27.558,AC
63,6.165,28.356,37
63,9.663,28.356,80
63,14.313,28.356,90
63,18.059,28.356,1NO+1NC
63,24.529,28.356,3RT2038-1A.00
63,32.879,28.356,AC
63,5.971,29.153,18.5
63,9.663,29.153,40
63,14.313,29.153,60
63,18.12,29.153,1NO+1NC
63,32.435,29.153,AC/DC
63,6.165,29.95,22
63,9.663,29.95,51
63,14.313,29.95,70
63,18.059,29.95,1NO+1NC
63,32.435,29.95,AC/DC
63,6.165,30.748,30
63,9.663,30.748,65
63,14.314,30.748,80
63,18.059,30.748,1NO+1NC
63,32.436,30.748,AC/DC
63,6.166,31.545,37
63,9.664,31.545,80
63,14.314,31.545,90
63,18.06,31.545,1NO+1NC
63,32.436,31.545,AC/DC
63,5.973,32.342,18.5
63,9.664,32.342,40
63,14.315,32.342,60
63,18.121,32.342,1NO+1NC
63,24.336,32.342,3RT2035-1KB40*
63,32.422,32.342,24VDC
63,6.166,33.14,22
63,9.664,33.14,51
63,14.314,33.14,70
63,18.06,33.14,1NO+1NC
63,24.336,33.14,3RT2036-1KB40*
63,32.422,33.14,24VDC
63,6.166,33.937,30
63,9.664,33.937,65
63,14.314,33.937,80
63,18.06,33.937,1NO+1NC
63,24.336,33.937,3RT2037-1KB40*
63,32.422,33.937,24VDC
63,6.166,34.734,37
63,9.664,34.734,80
63,14.314,34.734,90
63,18.06,34.734,1NO+1NC
63,24.336,34.734,3RT2038-1KB40*
63,32.422,34.734,24VDC
63,6.166,36.329,37
63,9.664,36.329,80
63,14.177,36.329,125
63,18.121,36.329,1NO+1NC
63,24.53,36.329,3RT2045-1A.00
63,32.88,36.329,AC
63,6.166,37.127,45
63,9.664,37.127,95
63,14.177,37.127,130
63,18.121,37.127,1NO+1NC
63,24.53,37.127,3RT2046-1A.00
63,32.88,37.127,AC
63,6.166,37.924,55
63,9.526,37.924,110
63,14.177,37.924,130
63,18.121,37.924,1NO+1NC
63,24.53,37.924,3RT2047-1A.00
63,32.88,37.924,AC
63,6.165,38.721,37
63,9.663,38.721,80
63,14.177,38.721,125
63,18.121,38.721,1NO+1NC
63,32.436,38.721,AC/DC
63,6.166,39.519,45
63,9.664,39.519,95
63,14.177,39.519,130
63,18.121,39.519,1NO+1NC
63,32.436,39.519,AC/DC
63,6.166,40.316,55
63,9.527,40.316,110
63,14.177,40.316,130
63,18.121,40.316,1NO+1NC
63,32.436,40.316,AC/DC
63,6.166,41.113,37
63,9.664,41.113,80
63,14.178,41.113,125
63,18.122,41.113,1NO+1NC
63,24.337,41.113,3RT2045-1KB40*
63,32.423,41.113,24VDC
63,6.166,41.911,45
63,9.664,41.911,95
63,14.178,41.911,130
63,18.122,41.911,1NO+1NC
63,24.337,41.911,3RT2046-1KB40*
63,32.423,41.911,24VDC
63,5.242,42.906,Replace (.) with: B = 24V  F=110V  P=230V
63,7.634,43.871,V
63,12.555,43.871,24
63,17.459,43.871,110
63,22.501,43.871,220
63,27.542,43.871,230
63,32.584,43.871,400
63,7.474,44.668,AC
63,12.677,44.668,B
63,17.742,44.668,F
63,22.824,44.668,-
63,27.818,44.668,P
63,32.843,44.668,V
63,7.452,45.465,DC
63,12.677,45.465,B
63,17.742,45.465,F
63,22.693,45.465,M
63,27.818,45.465,P
63,32.907,45.465,-
63,5.242,46.462,Other voltages available on request.
63,5.242,47.137,* PLC Compati
63,8.699,47.137,ble
63,-23.021,31.232,INDUSTRIAL
63,-26.213,33.097,CONTROL PRODUCTS
63,-21.491,34.962,(SIRIUS)
63,34.7,50.628,49
63,34.88,50.628,63
64,5.242,1.499,CONTACTORS UP TO 450KW
64,6.249,2.668,KW
64,9.703,2.387,CURRENT
64,9.986,2.949,A (AC3)
64,15.199,2.387,CURRENT
64,14.543,2.949,A (AC1) @40 OC
64,20.583,2.387,AUXILIARY
64,20.545,2.949,CONTACTS
64,25.623,2.668,PART NUMBER
64,31.118,2.668,PART NUMBER
64,25.335,3.873,AC/DC CONTROL
64,30.831,3.592,AC/DC CONTROL
64,30.807,4.155,W/ 24VDC PLC IN
64,6.378,4.875,55
64,10.374,4.875,115
64,15.87,4.875,160
64,20.536,4.875,2NO + 2NC
64,25.589,4.875,3RT1054-6A.36
64,6.379,5.672,75
64,10.375,5.672,150
64,15.87,5.672,185
64,20.537,5.672,2NO + 2NC
64,25.59,5.672,3RT1055-6A.36
64,6.379,6.469,90
64,10.375,6.469,185
64,15.871,6.469,215
64,20.537,6.469,2NO + 2NC
64,25.59,6.469,3RT1056-6A.36
64,6.243,8.064,110
64,10.376,8.064,225
64,15.871,8.064,275
64,20.538,8.064,2NO + 2NC
64,25.59,8.064,3RT1064-6A.36
64,6.243,8.861,132
64,10.376,8.861,265
64,15.872,8.861,330
64,20.538,8.861,2NO + 2NC
64,25.591,8.861,3RT1065-6A.36
64,6.244,9.659,160
64,10.377,9.659,300
64,15.872,9.659,330
64,20.539,9.659,2NO + 2NC
64,25.591,9.659,3RT1066-6A.36
64,6.244,11.253,200
64,10.377,11.253,400
64,15.873,11.253,430
64,20.539,11.253,2NO + 2NC
64,25.592,11.253,3RT1075-6A.36
64,6.245,12.051,250
64,10.378,12.051,500
64,15.873,12.051,610
64,20.54,12.051,2NO + 2NC
64,25.592,12.051,3RT1076-6A.36
64,5.242,13.047,Replace (.) with: B = 24V  F=110V  P=230V                                               ** NB = 24VAC/DC
64,7.634,14.012,V
64,12.555,14.012,24
64,22.5,14.012,110
64,27.542,14.012,230
64,32.583,14.012,400
64,7.028,14.809,AC/DC
64,12.676,14.809,B
64,22.783,14.809,F
64,27.817,14.809,P
64,32.843,14.809,V
64,5.242,15.806,Other voltages available on request.
64,5.242,16.884,Vacuum contactors 3TF68 & 69
64,7.880000000000001,17.85,335
64,13.93,17.85,630
64,19.98,17.85,700
64,25.201,17.85,4NO + 4NC
64,7.881,18.647,450
64,13.93,18.647,820
64,19.98,18.647,910
64,25.201,18.647,4NO + 4NC
64,5.242,19.644,Replace (.) with: F=110V M=230V
64,7.209,21.61,CURRENT
64,6.074,22.173,A (AC-15) @ 230VAC
64,13.147,21.61,AUXILIARY
64,13.109,22.173,CONTACTS
64,18.741,21.61,PART NUMBER
64,18.348,22.173,SCREW TERMINAL
64,24.791,21.61,PART NUMBER
64,24.369,22.173,SPRING TERMINAL
64,30.48,21.891,CONTROL SUPPLY
64,8.018,22.893,10
64,12.891,22.893,2N/O + 2N/C
64,18.662,22.893,3RH2122-1A.00
64,24.712,22.893,3RH2122-2A.00
64,32.178,22.893,AC
64,8.018,23.69,10
64,12.891,23.69,3N/O + 1N/C
64,18.662,23.69,3RH2131-1A.00
64,24.712,23.69,3RH2131-2A.00
64,32.178,23.69,AC
64,8.018,24.487,10
64,13.73,24.487,4N/O
64,18.662,24.487,3RH2140-1A.00
64,24.711,24.487,3RH2140-2A.00
64,32.177,24.487,AC
64,8.017,25.686,10
64,12.891,25.686,2N/O + 2N/C
64,32.153,25.686,DC
64,8.017,26.483,10
64,12.891,26.483,3N/O + 1N/C
64,32.153,26.483,DC
64,8.017,27.28,10
64,13.73,27.28,4N/O
64,32.153,27.28,DC
64,5.242,28.277,Replace (.) with: B = 24V  F=110V  P=230V
64,7.274,29.242,V
64,11.474,29.242,24
64,15.796,29.242,48
64,19.98,29.242,110
64,24.301,29.242,125
64,28.623,29.242,220
64,32.944,29.242,230
64,7.114,30.039,AC
64,11.597,30.039,B
64,20.263,30.039,F
64,28.946,30.039,-
64,33.22,30.039,P
64,7.092,30.837,DC
64,11.597,30.837,B
64,15.829999999999998,30.837,W
64,20.263,30.837,F
64,24.541,30.837,G
64,28.816,30.837,M
64,33.22,30.837,P
64,5.242,31.834000000000003,Note: 3TH43 6A 10 Pole Contactor Relays avialable on an indent basis. These are available
64,5.242,32.509,in 24VDC and 230VAC control and with a combinati
64,17.989,32.509,on of 5 NO + 5 NC through to 10 NO + 0 NC.
64,1.167,50.628,50
64,1.167,50.628,64
65,5.242,1.488,CONTACTOR ACCESSORIES - 3RT
65,5.242,2.566,"Front mount auxiliary contact blocks S00, S0, S2 & S3 (3RT201, 202 , 203 & 204)"
65,9.651,3.532,PART NUMBER
65,21.099,3.93,DESCRIPTION
65,29.248,3.93,AUXILIARY CONTACTS
65,6.241,4.328,SCREW TERMINAL
65,12.245,4.328,SPRING TERMINAL
65,19.156,5.126,Front mount with screw terminals
65,31.032,5.126,1N/C
65,19.156,5.923,Front mount with screw terminals
65,31.032,5.923,2N/C
65,19.156,6.72,Front mount with screw terminals
65,31.123,6.72,1N/O
65,19.156,7.518000000000001,Front mount with screw terminals
65,30.161,7.518000000000001,1N/O + 1N/C
65,19.156,8.315,Front mount with screw terminals
65,30.161,8.315,2N/O + 2N/C
65,19.156,9.112,Front mount with screw terminals
65,30.161,9.112,1N/O + 3N/C
65,19.156,9.91,Front mount with screw terminals
65,30.161,9.91,3N/O + 1N/C
65,19.156,10.707,Front mount with screw terminals
65,31.0,10.707,4N/O
65,5.242,12.107,Side mount auxiliary contact blocks S00 (3RT201)
65,19.064,13.072,"Screw terminals, Right or Left"
65,25.159,13.072,side
65,31.032,13.072,2N/C
65,19.064,13.869,"Screw terminals, Right or Left"
65,25.159,13.869,side
65,30.162,13.869,1N/O + 1N/C
65,19.065,14.667,"Screw terminals, Right or Left"
65,25.16,14.667,side
65,31.002,14.667,2N/O
65,5.242,16.067,"Side mount auxiliary contact blocks S0, S2 & S3 (3RT202 , 203 & 204)"
65,19.064,17.032,"Screw terminals, Right or Left"
65,25.159,17.032,side
65,31.032,17.032,2N/C
65,19.064,17.829,"Screw terminals, Right or Left"
65,25.159,17.829,side
65,30.162,17.829,1N/O + 1N/C
65,19.065,18.626,"Screw terminals, Right or Left"
65,25.16,18.626,side
65,31.124,18.626,2N/O
65,5.242,20.026,Front mount auxiliary contact blocks
65,5.242,20.701,For assembling contactor relays with 8 contacts
65,18.863,21.667,Front Mount Auxiliary Contact Block
65,30.284,21.667,2N/O + 2N/C
65,18.863,22.464,Front Mount Auxiliary Contact Block
65,30.285,22.464,1N/O + 3N/C
65,18.863,23.261,Front Mount Auxiliary Contact Block
65,30.285,23.261,3N/O + 1N/C
65,18.864,24.059,Front Mount Auxiliary Contact Block
65,31.125,24.059,4N/O
65,18.864,24.856,Front Mount Auxiliary Contact Block
65,31.156,24.856,4N/C
65,5.242,25.852,Note: 3RH2911-1GA Auxiliary contact blocks need to be used on 3RH2140 Relays.
65,5.242,26.527,Refer to Appendix H & I for selecti
65,13.559,26.527,on guides.
65,5.242,27.606,Varistors
65,7.176,28.571,PART NUMBER
65,16.675,28.571,DESCRIPTION
65,27.899,28.571,VOLTAGE RANGE
65,26.641,29.368,VAC
65,32.322,29.368,VDC
65,14.72,30.165,Varistor for 3RT2015 to 3RT2018
65,32.163,30.165,24…70
65,14.719,30.963,Varistor for 3RT2015 to 3RT2018
65,31.888,30.963,150…250
65,14.719,32.558,Varistor for 3RT2024 to 3RT2028
65,32.162,32.558,24…70
65,14.719,33.355,Varistor for 3RT2024 to 3RT2028
65,32.025,33.355,70…150
65,14.719,34.152,Varistor for 3RT2024 to 3RT2028
65,31.888,34.152,150…240
65,14.719,34.95,Varistor for 3RT2024 to 3RT2028
65,7.782999999999999,35.747,Size 2 & 3
65,14.719,36.544,Varistor for 3RT2035 to 3RT2038
65,32.162,36.544,24…70
65,14.719,37.342,Varistor for 3RT2035 to 3RT2038
65,32.025,37.342,70…150
65,14.719,38.139,Varistor for 3RT2035 to 3RT2038
65,31.888,38.139,150…240
65,34.7,50.628,51
65,34.88,50.628,65
66,14.719,2.873,Varistor for 3RT2035 to 3RT2038
66,5.242,4.273,"Reversing kits (includes mechanical interlocks, top & bott"
66,21.485,4.273,om wiring modules)
66,7.242,5.238,Screw Terminal
66,16.554,5.238,Spring Terminal
66,25.687,6.035,Size 00 3TR201 Reversing assembly kit
66,25.823,6.833,Size 0 3TR202 Reversing assembly kit
66,7.053,7.630000000000001,3RA2933-2AA1*
66,25.823,7.630000000000001,Size 2 3TR203 Reversing assembly kit
66,7.053,8.427,3RA2943-2AA1*
66,25.823,8.427,Size 3 3TR204 Reversing assembly kit
66,5.242,9.424,*Mechanical interlock not included S2 & 3 (3RA2934-2B)
66,5.242,10.502,M
66,5.857,10.502,echanical interlocks
66,18.925,11.467,Size 00 Mechanical Interlock & Connecti
66,27.191,11.467,ng Clips
66,19.062,12.264,Size 0 Mechanical Interlock & Connecti
66,27.053,12.264,ng Clips
66,20.685,13.062,Size 2 & 3 Mechanical Interlock
66,18.078,13.859,Size 2 & 3 Connecti
66,22.018,13.859,ng Clips (required with 3RA2934-2B)
66,7.447,14.656,3RA1954-2A
66,17.038,14.656,"Size 6,10 & 12 Lateral mounti"
66,23.047,14.656,ng for contactors 3RT105 to 3RT107
66,5.242,16.056,Terminal covers for box terminals (2 required per device)
66,21.36,16.989,To suit Size S2 Contactor
66,21.36,17.72,To suit Size S3 Contactor
66,21.36,18.452,To suit Size S6 Contactor
66,20.466,19.184,To suit Size 10 and 12 Contactors
66,5.242,20.551,Terminal covers for cable lugs & busbar (2 required per device)
66,21.488,21.569,To suit Size 3 Contactor
66,21.488,22.463,To suit Size 6 Contactor
66,20.209,23.349,To suit Size S10 and S12 Contactors
66,1.167,50.628,52
66,1.167,50.628,66
67,5.242,1.488,SAFETY CONTACTORS UP TO 250KW
67,6.768,2.657,KW
67,9.303,2.376,CURRENT
67,9.586,2.939,A (AC3)
67,12.987,2.376,AUXILIARY
67,12.949,2.939,CONTACTS
67,19.728,2.376,PART NUMBER
67,29.154,2.376,PART NUMBER
67,7.035,4.589,3
67,10.249,4.589,7
67,13.063,4.589,2NO+2NC
67,7.035,5.475,4
67,10.249,5.475,9
67,13.063,5.475,2NO+2NC
67,6.841,6.361,5.5
67,10.112,6.361,12
67,13.063,6.361,2NO+2NC
67,6.841,7.247,7.5
67,10.112,7.247,16
67,13.063,7.247,2NO+2NC
67,6.841,9.019,5.5
67,10.112,9.019,12
67,13.063,9.019,2NO+2NC
67,6.841,9.905,7.5
67,10.112,9.905,16
67,13.063,9.905,2NO+2NC
67,6.898,10.791,11
67,10.113,10.791,25
67,13.064,10.791,2NO+2NC
67,6.898,11.677,15
67,10.113,11.677,32
67,13.064,11.677,2NO+2NC
67,6.705,12.563,18.5
67,10.113,12.563,38
67,13.065,12.563,2NO+2NC
67,6.899,14.334,22
67,10.114,14.334,51
67,13.065,14.334,2NO+2NC
67,6.9,15.22,30
67,10.114,15.22,65
67,13.066,15.22,2NO+2NC
67,6.9,16.106,37
67,10.115,16.106,80
67,13.066,16.106,2NO+2NC
67,6.901,17.878,37
67,10.115,17.878,80
67,13.067,17.878,2NO+2NC
67,6.901,18.764,45
67,10.115,18.764,95
67,13.067,18.764,2NO+2NC
67,6.901,19.65,55
67,9.978,19.65,110
67,13.067,19.65,2NO+2NC
67,6.901,21.422,75
67,9.978,21.422,150
67,13.067,21.422,2NO+2NC
67,28.316,21.422,3RT1055-6SP36-3PA0*
67,6.901,22.308,90
67,9.978,22.308,185
67,13.067,22.308,2NO+2NC
67,28.316,22.308,3RT1056-6SP36-3PA0*
67,6.764,24.08,110
67,9.978,24.08,225
67,13.067,24.08,2NO+2NC
67,28.316,24.08,3RT1064-6SP36-3PA0*
67,6.764,24.966,132
67,9.978,24.966,265
67,13.067,24.966,2NO+2NC
67,28.316,24.966,3RT1065-6SP36-3PA0*
67,6.764,25.852,160
67,9.978,25.852,300
67,13.067,25.852,2NO+2NC
67,28.316,25.852,3RT1066-6SP36-3PA0*
67,6.764,27.624,200
67,9.978,27.624,400
67,13.067,27.624,2NO+2NC
67,28.316,27.624,3RT1075-6SP36-3PA0*
67,6.764,28.509,250
67,9.978,28.509,500
67,13.067,28.509,2NO+2NC
67,28.316,28.509,3RT1076-6SP36-3PA0*
67,5.242,29.548,Note: All contactors have surge supression on the coils.
67,5.242,30.223,* 230VAC required to coil (A1  A2) with 24VDC control jack
67,10.089,31.232,Sealing cover required on safety contactors size 6…12
67,7.965,44.171,CURRENT
67,6.831,44.734,A (AC-15) @ 230VAC
